,0,1,2,3,4,5,6,7,8,9,10
0,2.0,0.12307479123880062,0.07879174578735207,0.17830502458476824,0.271943207507564,0.3567413226718409,0.35628385397377754,0.34503243215349594,0.2475077632119698,0.23531646614903673,0.2379994535508468
1,3.0,0.1610455389769979,0.22494749697417984,0.20218684309446913,0.23252835175421824,0.17691569240213575,0.19216068276525047,0.14573028117912384,0.17044200371036775,0.24140222923018226,0.3031628057486264
2,5.0,0.1231280096122292,0.1356431604088834,0.20501244388241027,0.09897785503040174,0.10016924078696815,0.08916756931410155,0.16412765099569482,0.12478417082244574,0.11005873125573741,0.08929712777566512
3,8.0,0.11320994385015815,0.048314226180370304,0.06699350950174181,0.05993980164009299,0.09843959634164873,0.06583109067563576,0.06291324857279758,0.08273316410415538,0.07642648062907255,0.057030634139733354
4,13.0,0.04083352663741309,0.04342613390579062,0.08401262943684737,0.047052879871469895,0.08398195349989088,0.0460130923480911,0.042442440044792945,0.03686830983941944,0.0384338361726799,0.04494382408795545
5,21.0,0.030103909849273462,0.028731460708294097,0.032064763676455534,0.03212544238328033,0.04349363155267078,0.04036404051304386,0.03364090723175242,0.0373742418437198,0.031747232822577666,0.041556762443030346
6,34.0,0.0196552600616732,0.020683195052013256,0.029589229025288086,0.021499292013464868,0.02039336318692211,0.025315168986725728,0.02654891060677226,0.03268186698091278,0.02423432791207475,0.019897969430785954
7,55.0,0.015421688769780409,0.014394881562657107,0.017216805329254434,0.012096953420876314,0.013750322114390843,0.015288377733996232,0.014782625706621418,0.012132607467249343,0.01607020634026477,0.012604188395399377
8,89.0,0.0097385302584524,0.008719335242732574,0.009043359836806314,0.009534038079606233,0.009745254476775156,0.008640916213189468,0.009115946262466559,0.010607191580025436,0.00852393121430197,0.008791688548719041
9,144.0,0.005659542787245376,0.006390130544162503,0.006583331304837367,0.006904599662363684,0.006841055261443597,0.006635378978943969,0.005968865327369507,0.00620381349793961,0.005596174059902144,0.00652093329511251
10,233.0,0.0047913324235952185,0.003920113540360367,0.00398247903967117,0.003775054155316911,0.0042388908279086856,0.00353302813331026,0.0037322532612192984,0.003684324402292218,0.003781923710933103,0.004008546894118724
11,377.0,0.002640163811351104,0.002555906293213666,0.002513180141741777,0.002414519377791419,0.002405570418504935,0.0027041223706471473,0.0025750073070538136,0.002711543581928372,0.002590592611205115,0.002545026461409743
12,610.0,0.0015915662059998554,0.0016251266296918746,0.0017353149995468122,0.0015828183880596714,0.0014829647211274763,0.0017175843784602162,0.0018449495451792568,0.0016525654934113818,0.001609899066080591,0.0016198354849893204
13,987.0,0.0011938661672653724,0.00102419332468773,0.0010448058630341535,0.001098427983079172,0.0009544368349702887,0.0010832567453373308,0.0010169539800929349,0.0010050207052636788,0.00103678148916016,0.0011246541782798083
14,1597.0,0.00067281703647592,0.0006429019858034378,0.0006344516294639012,0.0006160873671085987,0.000669494697549049,0.00061974039442231,0.0006790168977327709,0.0006672373291829827,0.0006034565098032851,0.0006637295171755763
15,2584.0,0.000447718241312688,0.0004213574228639372,0.0004226802467380454,0.00046475674761931084,0.0004058158917290087,0.00045376814111039833,0.00045095122488613657,0.0004047232579739703,0.0004255261385226245,0.00039447420117924657
16,4181.0,0.0002743970058563577,0.00025099869938507763,0.00026835687762843925,0.00026853844588687345,0.0002787203188497468,0.0002596825990640635,0.00026343892483438687,0.00024317384528767187,0.00026051766015479686,0.00025840023886034664
17,6765.0,0.00018243666053021103,0.00015723441489318645,0.00016028861105530796,0.00018367776517559426,0.00016021493571651013,0.00016248056987104546,0.0001596689945427545,0.00016364566017202175,0.00017102905331589438,0.00016064279696013884
18,10946.0,0.0001089446539766901,0.00010387133976091224,0.00010603693538653395,0.00010461245981988628,9.998977752761484e-05,0.00010333108230747087,0.00012092006945167182,0.00010883412763459714,0.00010771663159612838,0.00010444037059427442
19,17711.0,6.300205554752893e-05,6.814537330676409e-05,6.693179169562815e-05,6.706612272414126e-05,7.121445990991962e-05,6.528386401665064e-05,6.746910260576537e-05,6.777801557274515e-05,7.08079872458761e-05,6.888926280279607e-05
20,28657.0,4.2581420699488454e-05,4.319550375548213e-05,4.112930501943245e-05,4.1611087318081305e-05,4.331875739897821e-05,4.2453830737013375e-05,4.0044616426416027e-05,4.314892577194889e-05,4.208762463273003e-05,4.198386057426999e-05
