,0,1,2,3,4,5,6,7,8,9
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.31454642583582526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.1642307396269035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.1148944260977482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.07087325846982363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.04720856445949065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.03014610954722294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.01955906799000163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.012564071542520374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0.008107859815684654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,0.005204198577505892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,0.003340943439522149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,0.0021398862267709047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,0.0013697037487533446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,0.0008752869081229088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,0.0005588037431174075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,0.0003563356152190535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,0.00022701734738417905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,0.00014448813324592988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,9.188283674257158e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
